;UF;ETAPA;REDE;COR;taxa_pd;se.pd
396;Piauí;Regular do ensino médio;Rede pública;Outros;0,002828812;0,002570034
397;Ceará;Regular do ensino médio;Rede privada;Branca;0,424632061;0,062281525
398;Ceará;Regular do ensino médio;Rede privada;Negra;0,570137545;0,062235596
399;Ceará;Regular do ensino médio;Rede privada;Outros;0,005230394;0,005023419
400;Ceará;Regular do ensino médio;Rede pública;Branca;0,271167816;0,018618097
401;Ceará;Regular do ensino médio;Rede pública;Negra;0,723839152;0,018996939
402;Ceará;Regular do ensino médio;Rede pública;Outros;0,004993032;0,002784868
403;Rio Grande do Norte;Regular do ensino médio;Rede privada;Branca;0,435747574;0,095061445
404;Rio Grande do Norte;Regular do ensino médio;Rede privada;Negra;0,564252426;0,095061445
405;Rio Grande do Norte;Regular do ensino médio;Rede privada;Outros;0;0
406;Rio Grande do Norte;Regular do ensino médio;Rede pública;Branca;0,408908191;0,033978596
407;Rio Grande do Norte;Regular do ensino médio;Rede pública;Negra;0,584970364;0,034314185
408;Rio Grande do Norte;Regular do ensino médio;Rede pública;Outros;0,006121445;0,005503103
409;Paraíba;Regular do ensino médio;Rede privada;Branca;0,492171387;0,063559173
410;Paraíba;Regular do ensino médio;Rede privada;Negra;0,507828613;0,063559173
411;Paraíba;Regular do ensino médio;Rede privada;Outros;0;0
412;Paraíba;Regular do ensino médio;Rede pública;Branca;0,279658973;0,030751877
413;Paraíba;Regular do ensino médio;Rede pública;Negra;0,720341027;0,030751877
414;Paraíba;Regular do ensino médio;Rede pública;Outros;0;0
415;Pernambuco;Regular do ensino médio;Rede privada;Branca;0,515064743;0,065334256
416;Pernambuco;Regular do ensino médio;Rede privada;Negra;0,470748424;0,066829317
417;Pernambuco;Regular do ensino médio;Rede privada;Outros;0,014186834;0,014482737
418;Pernambuco;Regular do ensino médio;Rede pública;Branca;0,300997136;0,020910312
419;Pernambuco;Regular do ensino médio;Rede pública;Negra;0,677525459;0,020524089
420;Pernambuco;Regular do ensino médio;Rede pública;Outros;0,021477406;0,008126353
421;Alagoas;Regular do ensino médio;Rede privada;Branca;0,451732317;0,071357688
422;Alagoas;Regular do ensino médio;Rede privada;Negra;0,516487296;0,073323781
423;Alagoas;Regular do ensino médio;Rede privada;Outros;0,031780387;0,019242617
424;Alagoas;Regular do ensino médio;Rede pública;Branca;0,22796674;0,016778078
425;Alagoas;Regular do ensino médio;Rede pública;Negra;0,757963306;0,017649932
426;Alagoas;Regular do ensino médio;Rede pública;Outros;0,014069954;0,005421151
427;Sergipe;Regular do ensino médio;Rede privada;Branca;0,223756219;0,061096739
428;Sergipe;Regular do ensino médio;Rede privada;Negra;0,776243781;0,061096739
429;Sergipe;Regular do ensino médio;Rede privada;Outros;0;0
430;Sergipe;Regular do ensino médio;Rede pública;Branca;0,157301929;0,026012441
431;Sergipe;Regular do ensino médio;Rede pública;Negra;0,829803333;0,024977839
432;Sergipe;Regular do ensino médio;Rede pública;Outros;0,012894738;0,009646279
433;Bahia;Regular do ensino médio;Rede privada;Branca;0,193407803;0,063525139
434;Bahia;Regular do ensino médio;Rede privada;Negra;0,806592197;0,063525139
435;Bahia;Regular do ensino médio;Rede privada;Outros;0;0
436;Bahia;Regular do ensino médio;Rede pública;Branca;0,161176626;0,016801983
437;Bahia;Regular do ensino médio;Rede pública;Negra;0,830708967;0,016397239
438;Bahia;Regular do ensino médio;Rede pública;Outros;0,008114408;0,00402466
439;Minas Gerais;Regular do ensino médio;Rede privada;Branca;0,613235143;0,064599959
440;Minas Gerais;Regular do ensino médio;Rede privada;Negra;0,386764857;0,064599959
441;Minas Gerais;Regular do ensino médio;Rede privada;Outros;0;0
442;Minas Gerais;Regular do ensino médio;Rede pública;Branca;0,309727834;0,017235715
443;Minas Gerais;Regular do ensino médio;Rede pública;Negra;0,688583288;0,017251077
444;Minas Gerais;Regular do ensino médio;Rede pública;Outros;0,001688878;0,001205808
445;Espírito Santo;Regular do ensino médio;Rede privada;Branca;0,537060551;0,07418532
446;Espírito Santo;Regular do ensino médio;Rede privada;Negra;0,441407965;0,073570016
447;Espírito Santo;Regular do ensino médio;Rede privada;Outros;0,021531484;0,016653941
448;Espírito Santo;Regular do ensino médio;Rede pública;Branca;0,311294351;0,025642837
449;Espírito Santo;Regular do ensino médio;Rede pública;Negra;0,685721664;0,025094483
450;Espírito Santo;Regular do ensino médio;Rede pública;Outros;0,002983984;0,002998291
451;Rio de Janeiro;Regular do ensino médio;Rede privada;Branca;0,664142782;0,031535162
452;Rio de Janeiro;Regular do ensino médio;Rede privada;Negra;0,329806277;0,031437136
453;Rio de Janeiro;Regular do ensino médio;Rede privada;Outros;0,006050941;0,004579633
454;Rio de Janeiro;Regular do ensino médio;Rede pública;Branca;0,332068647;0,021833497
455;Rio de Janeiro;Regular do ensino médio;Rede pública;Negra;0,666747246;0,021974859
456;Rio de Janeiro;Regular do ensino médio;Rede pública;Outros;0,001184107;0,001126774
457;São Paulo;Regular do ensino médio;Rede privada;Branca;0,778405502;0,035941167
458;São Paulo;Regular do ensino médio;Rede privada;Negra;0,198497502;0,034867762
459;São Paulo;Regular do ensino médio;Rede privada;Outros;0,023096995;0,01332806
460;São Paulo;Regular do ensino médio;Rede pública;Branca;0,493690511;0,019349355
461;São Paulo;Regular do ensino médio;Rede pública;Negra;0,499800305;0,019606863
462;São Paulo;Regular do ensino médio;Rede pública;Outros;0,006509184;0,002783128
463;Paraná;Regular do ensino médio;Rede privada;Branca;0,810018174;0,044961952
464;Paraná;Regular do ensino médio;Rede privada;Negra;0,163995083;0,04289795
465;Paraná;Regular do ensino médio;Rede privada;Outros;0,025986742;0,013663564
466;Paraná;Regular do ensino médio;Rede pública;Branca;0,570294732;0,022363372
467;Paraná;Regular do ensino médio;Rede pública;Negra;0,420661629;0,022480944
468;Paraná;Regular do ensino médio;Rede pública;Outros;0,00904364;0,004263075
469;Santa Catarina;Regular do ensino médio;Rede privada;Branca;0,89586166;0,029400589
470;Santa Catarina;Regular do ensino médio;Rede privada;Negra;0,10413834;0,029400589
471;Santa Catarina;Regular do ensino médio;Rede privada;Outros;0;0
472;Santa Catarina;Regular do ensino médio;Rede pública;Branca;0,783385649;0,018120774
473;Santa Catarina;Regular do ensino médio;Rede pública;Negra;0,212763633;0,018050298
474;Santa Catarina;Regular do ensino médio;Rede pública;Outros;0,003850718;0,0023465
475;Rio Grande do Sul;Regular do ensino médio;Rede privada;Branca;0,921016127;0,029253876
476;Rio Grande do Sul;Regular do ensino médio;Rede privada;Negra;0,072155138;0,029024783
477;Rio Grande do Sul;Regular do ensino médio;Rede privada;Outros;0,006828734;0,007667783
478;Rio Grande do Sul;Regular do ensino médio;Rede pública;Branca;0,729480091;0,020466925
479;Rio Grande do Sul;Regular do ensino médio;Rede pública;Negra;0,268220669;0,020414702
480;Rio Grande do Sul;Regular do ensino médio;Rede pública;Outros;0,002299241;0,002414771
481;Mato Grosso do Sul;Regular do ensino médio;Rede privada;Branca;0,548671814;0,090193599
482;Mato Grosso do Sul;Regular do ensino médio;Rede privada;Negra;0,349875606;0,093677821
483;Mato Grosso do Sul;Regular do ensino médio;Rede privada;Outros;0,10145258;0,073558311
484;Mato Grosso do Sul;Regular do ensino médio;Rede pública;Branca;0,384513445;0,029893603
485;Mato Grosso do Sul;Regular do ensino médio;Rede pública;Negra;0,606964829;0,030121235
486;Mato Grosso do Sul;Regular do ensino médio;Rede pública;Outros;0,008521726;0,004963529
487;Mato Grosso;Regular do ensino médio;Rede privada;Branca;0,263261308;0,091895199
488;Mato Grosso;Regular do ensino médio;Rede privada;Negra;0,736738692;0,091895199
489;Mato Grosso;Regular do ensino médio;Rede privada;Outros;0;0
490;Mato Grosso;Regular do ensino médio;Rede pública;Branca;0,228653149;0,022946503
491;Mato Grosso;Regular do ensino médio;Rede pública;Negra;0,74922987;0,022650251
492;Mato Grosso;Regular do ensino médio;Rede pública;Outros;0,022116981;0,0091159
493;Goiás;Regular do ensino médio;Rede privada;Branca;0,376353907;0,065968627
494;Goiás;Regular do ensino médio;Rede privada;Negra;0,623646093;0,065968627
495;Goiás;Regular do ensino médio;Rede privada;Outros;0;0
496;Goiás;Regular do ensino médio;Rede pública;Branca;0,32027853;0,022277473
497;Goiás;Regular do ensino médio;Rede pública;Negra;0,66807346;0,022581998
498;Goiás;Regular do ensino médio;Rede pública;Outros;0,01164801;0,004900224
499;Distrito Federal;Regular do ensino médio;Rede privada;Branca;0,48041002;0,050844338
500;Distrito Federal;Regular do ensino médio;Rede privada;Negra;0,51958998;0,050844338
501;Distrito Federal;Regular do ensino médio;Rede privada;Outros;0;0
502;Distrito Federal;Regular do ensino médio;Rede pública;Branca;0,356331122;0,041455734
503;Distrito Federal;Regular do ensino médio;Rede pública;Negra;0,634653185;0,041623845
504;Distrito Federal;Regular do ensino médio;Rede pública;Outros;0,009015692;0,005989449
